Timestamp,NP Chiller High Level Status WCC_N_1_1_Motor FLA Loading,NP Chiller Hard-wired Status WCC_NP_1_1_FM_01_FR,NP Chiller High Level Status WCC_N_1_1_Running Hours,condensing_delta_t,chilled_delta_t,small_delta_t,NP WCC Power WCC_1_1_Power,cluster,cluster_id
2023-12-29 04:36:00,49,153.3565,10.0,4.699999999999999,3.9000000000000004,0.8000000000000007,0.0,1,761
2023-12-29 04:39:00,49,151.6927,10.0,4.600000000000001,3.9000000000000004,0.6999999999999993,0.0,1,761
2023-12-29 04:45:00,48,150.0289,10.0,4.700000000000003,3.9000000000000004,0.5999999999999979,0.0,1,761
2023-12-29 04:51:00,48,152.3438,11.0,4.600000000000001,3.6999999999999993,0.8000000000000007,0.0,1,761
2023-12-29 04:54:00,48,152.1991,11.0,4.600000000000001,3.9000000000000004,0.6999999999999993,0.0,1,761
2023-12-29 04:57:00,47,151.6204,11.0,4.600000000000001,3.6999999999999993,0.6999999999999993,0.0,1,761
2023-12-29 05:03:00,47,153.6458,11.0,4.599999999999998,3.6999999999999993,0.8000000000000007,0.0,1,761
2023-12-29 05:06:00,47,152.9225,11.0,4.400000000000002,3.6999999999999993,0.8000000000000007,0.0,1,796
2023-12-29 05:09:00,48,155.0926,11.0,4.5,3.6999999999999993,0.8000000000000007,0.0,1,761
2023-12-29 05:12:00,47,155.599,11.0,4.599999999999998,3.6999999999999993,0.7000000000000028,0.0,1,761
2023-12-29 05:36:00,49,165.5816,11.0,4.899999999999999,3.5999999999999996,0.9000000000000021,0.0,1,813
2023-12-29 05:39:00,48,164.6412,11.0,5.0,3.5999999999999996,0.8000000000000007,0.0,1,813
2023-12-29 06:03:00,47,148.2928,12.0,4.899999999999999,3.8999999999999995,0.6000000000000014,0.0,1,801
2023-12-29 06:06:00,48,145.327,12.0,4.900000000000002,3.8999999999999995,0.6999999999999993,0.0,1,801
